,Kirkovo,61,,43.1833333,26.8166667
bj,meteton,Méteton,04,,6.6833333,1.9833333
bj,metlo,Métlo,16,,6.6166667,2.5166667
bj,metonougon,Métonougon,18,,7.4333333,1.8333333
bj,meundosse,Meundosse,01,,9.5333333,1.7333333
bj,meundostiouri,Meundostiouri,13,,9.7166667,1.65
bj,miami,Miami,01,,9.55,1.5166667
bj,miassi,Miassi,03,,9.6188889,2.9875
bj,midotokpa,Midotokpa,16,,6.5666667,2.55
bj,mignonhito,Mignonhito,18,,7.1166667,1.9833333
bj,minanga,Minanga,01,,9.5666667,1.8
bj,mindielrha,Mindielrha,13,,9.7,1.7333333
bj,mindossi,Mindossi,01,,9.5333333,1.7166667
bj,mindou,Mindou,01,,10.4333333,1.8
bj,miniki,Miniki,11,,8.0666667,1.9333333
bj,missegbo,Misségbo,17,,6.6166667,2.6833333
bj,misserete,Missérété,16,,6.5666667,2.5833333
bj,missessin,Missessin,05,,6.5166667,2.3333333
bj,missessinto,Missessinto,05,,6.5166667,2.3333333
bj,mitagbo,Mitagbo,12,,6.7833333,1.85
bj,mitro,Mitro,16,,6.6166667,2.5166667
bj,mochirha,Mochirha,01,,9.7833333,1.4333333
bj,modia-bangou,Modia-Bangou,03,,11.65,3.4166667
bj,modo-tokpa,Modo-Tokpa,16,,6.5666667,2.55
bj,mofir,Mofir,01,,9.9666667,1.6166667
bj,moka,Moka,11,,8.0166667,2.7
bj,mokassa,Mokassa,03,,11.7833333,3.4
bj,mokole,Mokolé,03,,11.4333333,3.1666667
bj,mokpa,Mokpa,12,,6.8833333,1.9833333
bj,molla,Molla,03,,11.9,3.2666667
bj,moloukou,Moloukou,11,,7.6166667,1.85
bj,momongou,Momongou,01,,9.5333333,1.7833333
bj,mondji,Mondji,11,,8.0666667,1.9833333
bj,mondouro,Mondouro,03,,9.4666667,2.6833333
bj,mone,Moné,01,,9.7244444,1.8447222
bj,monkassa,Monkassa,03,,11.7833333,3.4
bj,monko,Monko,03,,11.15,2.8833333
bj,monmongou,Monmongou,01,,9.5333333,1.7833333
bj,monon,Monon,03,,9.45,2.4166667
bj,monorhou,Monorhou,01,,10.6666667,0.95
bj,monoum,Monoum,03,,11.0833333,2.2666667
bj,monrou,Monrou,03,,10.6411111,3.3183333
bj,monsale,Monsalé,01,,10.4166667,0.85
bj,monsey,Monsey,03,,12.2833333,2.9
bj,morou,Morou,03,,10.6411111,3.3183333
bj,mossei,Mossei,03,,12.2833333,2.9
bj,mossey,Mossey,03,,12.2833333,2.9
bj,mossitingou,Mossitingou,01,,10.5666667,1.4
bj,moteo,Motéo,11,,8.2,2.6
bj,mouarka,Mouarka,01,,10.6166667,1.05
bj,mouera,Mouéra,03,,9.9,3.0
bj,mougnon,Mougnon,18,,7.2666667,2.0
bj,moukontamou,Moukontamou,08,,10.2666667,1.3
bj,moumi,Moumi,03,,9.0833333,2.8
bj,moumoutioke,Moumoutioké,11,,8.1,1.9666667
bj,moundessi,Moundéssi,01,,9.5333333,1.7333333
bj,moundoukoga,Moundoukoga,03,,11.2,2.2833333
bj,moundouro,Moundouro,03,,9.5666667,2.9833333
bj,moundouro,Moundouro,10,,9.2833333,2.65
bj,mounet,Mounet,03,,11.1666667,3.1
bj,mouniarou,Mouniarou,03,,9.9,3.15
bj,mounounbourfa,Mounounbourfa,01,,10.45,1.5
bj,mounountanzemou,Mounountanzemou,01,,10.0833333,1.4833333
bj,mourou,Mourou,03,,10.6411111,3.3183333
bj,mousoulou,Mousoulou,18,,7.4333333,1.85
bj,moussitingou,Moussitingou,01,,10.5666667,1.4
bj,moussonogi,Moussonogi,11,,7.9833333,1.9166667
bj,moussoukoto,Moussoukoto,01,,10.35,1.55
bj,moussoumbounde,Moussoumboundé,01,,10.45,1.3333333
bj,moussouri,Moussouri,03,,10.05,3.0333333
bj,movio,Movio,11,,7.7333333,1.7333333
bj,mowari,Mowari,01,,10.6,1.0166667
bj,muru,Muru,03,,10.6411111,3.3183333
bj,naataya,Naataya,01,,10.4,1.4166667
bj,nafa,Nafa,01,,10.3833333,0.8666667
bj,nafarou,Nafarou,03,,11.2,2.4166667
bj,nafayodi,Nafayodi,01,,10.55,1.2
bj,naffa,Naffa,03,,11.65,3.5166667
bj,nafiarou,Nafiarou,03,,11.2,2.4166667
bj,nafora,Nafora,01,,10.45,1.25
bj,naganzi,Naganzi,03,,10.5930556,3.8061111
bj,nagassega,Nagasséga,01,,10.8333333,1.1166667
bj,naguessega,Naguességa,01,,10.8333333,1.1166667
bj,naharou,Naharou,03,,10.8166667,2.7166667
bj,nahonta,Nahonta,01,,10.5333333,1.1166667
bj,nakerou,Nakérou,03,,10.05,2.35
bj,nalou,Nalou,03,,9.9333333,2.9
bj,namalkomrha,Namalkomrha,01,,9.95,1.6166667
bj,namboule,Namboulé,01,,10.8666667,0.95
bj,nambouli,Nambouli,01,,10.8666667,0.95
bj,nambouti,Nambouti,01,,10.8666667,0.95
bj,name,Namé,12,,6.95,1.7833333
bj,namori,Namori,03,,9.6166667,3.2
bj,namoutiaga,Namoutiaga,01,,10.45,0.95
bj,namoutiene,Namoutiéné,01,,10.3833333,0.8166667
bj,nanagade,Nanagade,01,,10.4333333,0.8833333
bj,nanagre,Nanagré,01,,10.4833333,0.9
bj,nanarle,Nanarle,01,,10.4833333,0.9
bj,nandaloutou,Nandaloutou,03,,11.3833333,3.1666667
bj,nanebou,Nanébou,01,,10.6666667,1.3166667
bj,nangatchori,Nangatchori,13,,9.65,1.7333333
bj,nangatiouri,Nangatiouri,13,,9.65,1.7333333
bj,nanghohove,Nanghohové,12,,7.0,1.7666667
bj,nangobigando,Nangobigando,03,,9.65,3.0166667
bj,nanorle,Nanorlé,01,,10.4833333,0.9
bj,nanporeyade,Nanporéyadé,01,,10.9333333,1.1166667
bj,nansougou,Nansougou,01,,10.7666667,1.8166667
bj,nansougou simpassou,Nansougou Simpassou,01,,10.7833333,1.75
bj,nansougou-sinapakoussou,Nansougou-Sinapakoussou,01,,10.7666667,1.8166667
bj,nansugu,Nansugu,01,,10.7666667,1.8166667
bj,nantagata,Nantagata,01,,10.5666667,1.1
bj,nanteri,Nantéri,01,,9.9166667,1.9166667
bj,nantiango,Nantiango,01,,10.3333333,0.9666667
bj,nantori,Nantori,01,,10.1833333,1.6
bj,naogon,Naogon,18,,7.25,2.3
bj,narfoungue,Narfoungué,01,,10.0,1.6666667
bj,narlirha,Narlirha,01,,9.8833333,1.55
bj,narokou,Narokou,01,,10.5833333,1.1
bj,naro,Naro,03,,9.5333333,2.9166667
bj,naroube,Naroubé,03,,10.15,3.25
bj,nassikonsi,Nassikonsi,03,,10.3166667,3.4166667
bj,nassikoussi,Nassikoussi,03,,10.3166667,3.4166667
bj,nassi,Nassi,03,,9.6166667,2.9833333
bj,nasso,Nasso,01,,10.1,1.9166667
bj,nassougou,Nassougou,01,,10.7666667,1.8166667
bj,nassoukou,Nassoukou,01,,10.7666667,1.8166667
bj,nassou,Nassou,01,,10.1,1.9166667
bj,nassou-toko,Nassou-Toko,01,,10.0166667,1.9
bj,nassugu,Nassugu,01,,10.7666667,1.8166667
bj,natitingou,Natitingou,08,80896,10.3066667,1.375
bj,natitingu,Natitingu,08,,10.3066667,1.375
bj,nazeme,Nazeme,04,,6.3666667,1.95
bj,nazoume,Nazoumé,04,,6.3666667,1.95
bj,ndahonta,Ndahonta,01,,10.5333333,1.1166667
bj,n'dali,N'dali,03,,9.8608333,2.7180556
bj,ndali,Ndali,03,,9.8608333,2.7180556
bj,ndiakada,Ndiakada,01,,9.5333333,1.35
bj,ndokpo,Ndokpo,18,,7.3166667,2.35
bj,negansi,Négansi,03,,10.5930556,3.8061111
bj,neganzi,Néganzi,03,,10.5930556,3.8061111
bj,neglede,Negléde,01,,9.55,1.45
bj,nekinparo,Nékinparo,10,,9.2666667,2.6
bj,nekuema,Nékuéma,01,,10.45,1.25
bj,nenebou,Nénébou,01,,10.6666667,1.3166667
bj,neubrande,Neubrandé,13,,9.6666667,1.6
bj,neumbakoulra,Neumbakoulra,13,,9.7,1.65
bj,ngbindo,Ngbindo,18,,7.15,1.9666667
bj,ngboungbou,Ngboungbou,01,,9.8833333,1.7
bj,ngioro,Ngioro,01,,9.2833333,1.5
bj,ngmellang,Ngmèllang,01,,9.2666667,1.7166667
bj,niabanmga,Niabanmga,01,,9.8333333,1.6833333
bj,niabirim gando,Niabirim Gando,03,,11.05,2.85
bj,niafourhoum,Niafourhoum,01,,9.8666667,1.7
bj,niakohoum,Niakohoum,01,,10.7833333,0.8666667
bj,niakpakabia,Niakpakabia,01,,9.5166667,1.4166667
bj,niakpare,Niakparé,03,,9.7666667,2.8166667
bj,niala,Niala,01,,9.2833333,1.45
bj,nialode,Nialodè,01,,9.5833333,1.4
bj,niamaderou,Niamadérou,03,,9.7333333,2.4166667
bj,niamakouekpare,Niamakouèkparé,01,,10.4833333,1.9833333
bj,niambara,Niambara,03,,11.1166667,3.3833333
bj,niammbara,Niammbara,03,,10.75,3.65
bj,niamolrhou,Niamolrhou,01,,9.7833333,1.75
bj,niamsonga,Niamsonga,01,,9.6666667,1.9666667
bj,niana,Niana,01,,10.3,2.2333333
bj,nianboulankoro,Nianboulankoro,03,,11.2833333,2.3166667
bj,niandarou,Niandarou,03,,11.0833333,2.7666667
bj,niandate,Niandaté,01,,10.3166667,1.4666667
bj,niandianga,Niandianga,01,,9.75,1.85
bj,niandi,Niandi,03,,10.4,2.55
bj,niandoko,Niandoko,03,,11.4166667,2.5833333
bj,niangbakabiya,Niangbakabiya,01,,9.5166667,1.4166667
bj,niangou,Niangou,01,,10.7166667,1.4166667
bj,niangre,Niangre,01,,9.6,1.5833333
bj,nia nianou,Nia Nianou,01,,10.6833333,2.1333333
bj,niaouli,Niaouli,04,,6.7333333,2.1333333
bj,niaou,Niaou,03,,9.8833333,2.9
bj,niarabana,Niarabana,03,,11.5166667,2.4166667
bj,niaressena,Niaresséna,01,,10.35,1.6333333
bj,niaro,Niaro,01,,10.1833333,1.6
bj,niaro,Niaro,03,,10.3666667,2.4
bj,niarosson,Niarosson,01,,10.2166667,1.6166667
bj,niarougando,Niarougando,03,,10.3666667,2.3666667
bj,niassale,Niassalé,03,,10.4333333,3.7833333
bj,niassi,Niassi,03,,9.6188889,2.9875
bj,niassonga,Niassonga,01,,9.6666667,1.9666667
bj,niassy,Niassy,03,,9.6188889,2.9875
bj,niavo,Niavo,15,,6.75,1.6666667
bj,nicouecodji,Nicouécodji,04,,6.2666667,1.7666667
bj,niegasson,Niégasson,03,,11.3333333,2.5833333
bj,niegouno,Niégouno,03,,11.2166667,2.8833333
bj,niegoussourou,Niégoussourou,03,,10.1833333,2.4666667
bj,niehon,Niéhon,01,,10.9333333,0.9166667
bj,niekenebansou,Niékénébansou,01,,10.2333333,1.7166667
bj,niekene,Niékéné,01,,10.3,1.65
bj,niekoubanta,Niékoubanta,03,,11.3833333,2.5
bj,niekrebansou,Niekrebansou,01,,10.2333333,1.7166667
bj,nielibounde,Niéliboundé,01,,10.55,1.2833333
bj,niemasson,Niémasson,01,,10.4166667,2.0166667
bj,nienessani,Niénessani,03,,10.3333333,3.2666667
bj,niengueni,Nienguéni,03,,11.4666667,2.6666667
bj,nienkoussanmbou,Nienkoussanmbou,01,,10.3333333,1.7666667
bj,niirigou,Niirigou,03,,11.35,2.55
bj,nika,Nika,01,,10.1166667,2.1
bj,nikikperou,Nikikpérou,10,,9.4,2.5833333
bj,nikki,Nikki,03,54009,9.9338889,3.2044444
bj,nikki-ouenou,Nikki-Ouénou,03,,9.9,3.2666667
bj,nikki-wenou,Nikki-Wénou,03,,9.9,3.2666667
bj,nikki-wepu,Nikki-Wepu,03,,9.9,3.2666667
bj,nikoue condji,Nikoué Condji,04,,6.2666667,1.7666667
bj,nimmbere,Nimmbéré,03,,11.3666667,2.4666667
bj,ningoussou,Ningoussou,01,,10.3166667,2.1666667
bj,ninianegourou,Ninianégourou,03,,10.6333333,2.85
bj,ninmbere,Ninmbéré,01,,10.45,1.7833333
bj,ninpouni,Ninpouni,03,,11.6166667,2.5833333
bj,niokalakale,Niokalakale,03,,10.1166667,2.9
bj,niokola,Niokola,03,,10.1,2.95
bj,nione,Nioné,03,,10.2,2.8833333
bj,niongambi,Niongambi,01,,9.7333333,1.7666667
bj,nionkalakafe,Nionkalakafé,03,,10.1166667,2.9
bj,nionkalakale,Nionkalakalé,03,,10.1166667,2.9
bj,nioro,Nioro,01,,10.1833333,1.6
bj,nioroson,Nioroson,01,,10.2166667,1.6166667
bj,niorou,Niorou,01,,9.7666667,1.85
bj,niotarouparou,Niotarouparou,03,,10.3166667,2.9166667
bj,nitrouma,Nitrouma,01,,10.6333333,1.6833333
bj,nizouhabou,Nizouhabou,10,,9.0,2.5
bj,nobrande,Nobrandé,13,,9.6666667,1.6
bj,nohouerere,Nohouéréré,01,,10.6166667,1.4166667
bj,noiamo,Noïamo,11,,8.3,1.9
bj,nomo-kpara,Nomo-Kpara,03,,11.5666667,3.5166667
bj,nonarle,Nonarlé,01,,10.4833333,0.9
bj,nossinkparo,Nossinkparo,03,,9.5666667,3.0666667
bj,nouadi,Nouadi,01,,10.6166667,1.0166667
bj,nouangou,Nouangou,01,,10.5166667,1.0
bj,nouanouarga,Nouanouarga,01,,10.5,1.3333333
bj,noudovagon,Noudovagon,18,,7.5166667,1.85
bj,nouoka,Nouoka,03,,10.95,2.7166667
bj,ntounkoue,Ntounkoué,01,,10.0166667,1.35
bj,nyassy,Nyassy,03,,9.6188889,2.9875
bj,nyianande,Nyianandé,01,,10.3666667,0.8333333
bj,obega,Obega,03,,9.5333333,3.1333333
bj,oberougando,Obérougando,03,,9.8166667,3.1833333
bj,obrabo,Obrabo,03,,9.5166667,2.7333333
bj,odoakaba,Odoakaba,03,,8.7666667,2.6
bj,odoginba,Odoginba,03,,9.6,3.2166667
bj,odokoriko,Odokoriko,01,,9.4166667,1.5
bj,odola,Odola,01,,9.3833333,1.45
bj,odo meta,Odo Méta,17,,7.2,2.6333333
bj,ofia,Ofia,18,,7.35,2.65
bj,ogougouworo,Ogougouworo,01,,9.3666667,1.4833333
bj,ogueni,Oguéni,11,,8.0166667,2.2166667
bj,ohibonga,Ohibonga,03,,8.9166667,2.6166667
bj,oinfa,Oinfa,12,,6.9166667,1.9833333
bj,okeita,Okeita,17,,6.95,2.7
bj,okelakba,Okélakba,03,,8.9,2.6
bj,oke-odo,Oké-Odo,18,,7.4166667,2.75
bj,okieta,Okieta,17,,6.95,2.7
bj,oki,Oki,18,,7.2166667,1.6666667
bj,okio,Okio,11,,8.05,2.7
bj,oko,Oko,11,,8.0666667,2.2666667
bj,okoo,Okoo,11,,8.0666667,2.2666667
bj,okotorou,Okotorou,01,,9.1333333,2.15
bj,okotoubou,Okotoubou,03,,9.7666667,2.3333333
bj,okounfo,Okounfo,11,,8.3166667,2.6333333
bj,okouta-boussa,Okouta-Boussa,01,,8.7166667,1.7
bj,okoutaoko,Okoutaoko,03,,8.55,2.7
bj,okpassa,Okpassa,11,,8.4833333,2.4166667
bj,okpedie,Okpédié,11,,8.2166667,1.8666667
bj,okpometa,Okpomèta,18,,7.4,2.6666667
bj,oky,Oky,18,,7.1833333,1.6666667
bj,olo,Olo,03,,11.8666667,3.3666667
bj,olougbe,Olougbé,01,,8.8,2.25
bj,omouali,Omouali,01,,9.6,1.9666667
bj,ondji,Ondji,16,,6.55,2.55
bj,onhoue,Onhoué,04,,6.5333333,1.9166667
bj,onhoun,Onhoun,18,,7.25,1.9833333
bj,onklou,Onklou,01,,9.5,1.9833333
bj,onkouewata,Onkouéwata,01,,10.55,1.1333333
bj,oroborokparou,Oroborokparou,03,,10.2833333,2.95
bj,orokekekparou,Orokékékparou,03,,10.2333333,3.3166667
bj,otala,Otala,11,,8.15,1.65
bj,otiti,Otiti,01,,9.55,1.5
bj,otola,Otola,11,,8.15,1.65
bj,ottohoe,Ottohoé,12,,7.0333333,1.7333333
bj,ouabou,Ouabou,01,,10.4833333,1.45
bj,ouadjito,Ouadjito,04,,6.5166667,2.0
bj,ouagbo-aliho,Ouagbo-Aliho,02,,6.8,2.1666667
bj,ouagbo,Ouagbo,02,,6.8,2.1666667
bj,ouagui,Ouagui,11,,8.1166667,2.5666667
bj,ouahoue,Ouahoué,18,,7.1666667,2.0166667
bj,ouake,Ouaké,01,,9.6616667,1.3847222
bj,ouakpe,Ouakpé,09,,6.3333333,2.05
bj,ouakpe,Ouakpé,18,,7.1666667,1.8
bj,ouali,Ouali,02,,6.7,2.2333333
bj,ouamako,Ouamako,04,,6.4333333,1.8333333
bj,ouancon,Ouancon,02,,6.6833333,2.3
bj,ouando,Ouando,16,,6.5166667,2.6
bj,ouanko,Ouanko,01,,10.0666667,1.3
bj,ouansougon,Ouansougon,18,,7.0,2.0166667
bj,ouao,Ouao,11,,8.1166667,2.5666667
bj,ouaouata,Ouaouata,02,,6.6166667,2.3
bj,ouarandji,Ouarandji,03,,10.9458333,3.455
bj,ouarenzi,Ouarenzi,03,,10.9458333,3.455
bj,ouaria,Ouaria,10,,9.0666667,2.7333333
bj,ouari-maro,Ouari-Maro,01,,9.1666667,2.1666667
bj,ouari,Ouari,03,,10.2333333,2.4
bj,ouarla,Ouarla,10,,9.0666667,2.7333333
bj,ouassa-beket,Ouassa-Béket,01,,10.25,1.9833333
bj,ouassa,Ouassa,04,,6.5166667,1.9833333
bj,ouassa,Ouassa,18,,7.05,2.1
bj,ouassa-pehunco,Ouassa-Pehunco,01,,10.2291667,1.9994444
bj,oubangou,Oubangou,01,,10.5333333,0.9666667
bj,ouberekou,Oubérékou,01,,10.2833333,2.0166667
bj,oubero,Oubéro,03,,9.7333333,2.9666667
bj,oubo,Oubo,03,,9.65,2.8833333
bj,oubou,Oubou,10,,9.1833333,2.45
bj,oudarou,Oudarou,10,,9.25,2.5833333
bj,oudodoga,Oudodoga,01,,9.4833333,1.4833333
bj,oudouo,Oudouo,01,,10.35,0.9833333
bj,oudou,Oudou,11,,7.6666667,1.65
bj,ouece,Ouécé,11,,8.4833333,2.4333333
bj,ouedeme,Ouédémè,15,,6.7,1.6833333
bj,ouedihoukoli,Ouédihoukoli,18,,7.35,1.75
bj,ouedja,Ouedja,18,,7.1333333,2.45
bj,ouedjlo,Ouédjlo,04,,6.5166667,2.0
bj,ouedjologon,Ouedjologon,18,,7.35,1.9666667
bj,ouedo-agueko,Ouédo-Aguéko,14,,6.5,2.45
bj,ouedo-gbadji,Ouédo-Gbadji,14,,6.4833333,2.45
bj,ouedo,Ouédo,02,,6.45,2.2666667
bj,ouegame,Ouègamè,12,,6.9333333,1.75
bj,ouega,Ouéga,05,,6.4666667,2.3
bj,oueke-gbo,Ouékè-Gbo,05,,6.4833333,2.3666667
bj,ouekere,Ouékéré,03,,9.7333333,2.5166667
bj,oueke-zoume,Ouékè-Zoumè,05,,6.4833333,2.3333333
bj,oueli,Ouéli,18,,7.3166667,1.9333333
bj,oueme,Ouémé,01,,9.7097222,1.9525
bj,ouenounignon,Ouenounignon,18,,7.1666667,1.95
bj,ouenou,Ouénou,03,,9.785,2.6347222
bj,oueougon,Ouéougon,18,,7.4166667,1.8
bj,ouereke,Ouéréké,03,,9.7333333,2.5166667
bj,ouere,Ouéré,03,,10.7833333,2.8
bj,ouessa,Ouessa,04,,6.5166667,1.9833333
bj,ouesseme,Ouessémé,03,,10.7,2.8333333
bj,ouessene,Ouésséné,03,,10.7,2.8333333
bj,ouesse,Ouéssé,11,,7.9333333,1.9666667
bj,oueto,Ouéto,05,,6.4333333,2.3
bj,oueto,Oueto,09,,6.35,2.05
bj,ouezoume,Ouézoumé,02,,6.65,2.25
bj,ougoubiga,Ougoubiga,03,,11.65,2.4833333
bj,ouhonlouperou,Ouhonloupérou,03,,10.3333333,2.3833333
bj,ouhouniago,Ouhouniago,11,,7.7166667,1.7333333
bj,ouidah,Ouidah,09,83506,6.3666667,2.0833333
bj,ouidah-plage,Ouidah-Plage,09,,6.3166667,2.1
bj,ouignan,Ouignan,17,,7.0666667,2.6333333
bj,ouikladji,Ouikladji,11,,7.6833333,1.9666667
bj,ouinga,Ouinga,15,,6.5666667,1.8166667
bj,ouinhri,Ouinhri,17,,7.0833333,2.4833333
bj,oui,Oui,18,,7.1333333,1.6666667
bj,ouketerou,Oukétérou,03,,8.9,2.5666667
bj,ouko,Ouko,03,,9.5333333,2.8833333
bj,ouko,Ouko,18,,7.2833333,1.9666667
bj,oukouroukoukou,Oukouroukoukou,11,,7.8166667,1.7333333
bj,oukpa,Oukpa,18,,7.2833333,1.9833333
bj,oulaougou,Oulaougou,01,,9.5833333,1.8
bj,oularou,Oularou,03,,9.95,2.95
bj,ouliori,Ouliori,01,,10.8333333,1.05
bj,oulouoni,Oulouoni,01,,10.3166667,0.9333333
bj,oumako,Oumako,04,,6.4333333,1.8333333
bj,oumbame,Oumbamé,12,,6.95,1.7666667
bj,oumbezoume,Oumbezoumé,12,,6.9,1.7333333
bj,oumgbegame,Oumgbègamè,18,,7.3,2.0166667
bj,oumpon,Oumpon,04,,6.4833333,1.7833333
bj,oumpou,Oumpou,04,,6.4833333,1.7833333
bj,ounbekuido,Ounbèkuido,11,,8.5,2.4166667
bj,oundo,Oundo,01,,10.3,0.9333333
bj,oune,Ouné,03,,11.2333333,2.4166667
bj,ounet,Ounet,03,,11.2333333,2.4166667
bj,oungbehan,Oungbehan,11,,7.95,1.9833333
bj,oungblazo,Oungblazo,18,,7.1,1.9333333
bj,oungo,Oungo,04,,6.7666667,2.0333333
bj,ounhoue,Ounhoué,04,,6.5333333,1.9166667
bj,ounkanme,Ounkanmé,16,,6.5333333,2.6
bj,ounkeme monoto,Ounkémé Monoto,12,,6.8666667,1.6
bj,ounkeme,Ounkémé,12,,6.8666667,1.6
bj,ounkointouhou,Ounkointouhou,01,,10.6666667,0.8166667
bj,ounto,Ounto,11,,7.6666667,1.65
bj,ouogui,Ouogui,11,,8.1166667,2.5666667
bj,ouokon,Ouokon,18,,7.1,2.4666667
bj,ouonko,Ouonko,01,,10.0666667,1.3
bj,ouoria,Ouoria,10,,9.0666667,2.7333333
bj,ouorora,Ouorora,10,,9.35,2.55
bj,ouramonon,Ouramonon,01,,10.2833333,1.6666667
bj,ourara,Ourara,03,,9.7666667,2.9833333
bj,ourarou,Ourarou,03,,9.8833333,2.8
bj,ourokoiro,Ourokoiro,01,,10.3666667,0.9833333
bj,ourouba-kouarou,Ourouba-Kouarou,10,,9.0166667,2.5333333
bj,ourouberounga,Ouroubérounga,03,,8.9333333,2.65
bj,ourouberou,Ouroubérou,03,,8.9333333,2.6333333
bj,ouroubouga,Ouroubouga,08,,10.2666667,1.3833333
bj,ouroubou,Ouroubou,03,,11.45,2.75
bj,ouroufina,Ouroufina,01,,10.7833333,1.75
bj,ourougoura,Ourougoura,01,,9.1333333,2.0333333
bj,ourougoure,Ourougouré,03,,9.8666667,2.55
bj,ouroukouarbou,Ouroukouarbou,08,,10.3166667,1.4166667
bj,ouroukouarebo,Ouroukouarébo,08,,10.3166667,1.4166667
bj,ouroumaksarou,Ouroumaksarou,03,,10.1166667,2.9
bj,ouroumanga,Ouroumanga,03,,11.1333333,2.85
bj,ouroumossi,Ouroumossi,03,,9.8833333,3.3166667
bj,ouroumou,Ouroumou,03,,9.8833333,3.3333333
bj,ouroungourou,Ouroungourou,10,,9.4,2.5833333
bj,ouroutountaya,Ouroutountaya,01,,10.6,1.5666667
bj,outianhou,Outianhou,01,,10.5,0.9833333
bj,outounteya,Outounteya,01,,10.6,1.5666667
bj,outouoli,Outouoli,01,,10.7666667,1.1
bj,outouoto,Outouoto,01,,10.5666667,0.9166667
bj,ouvenoumedi,Ouvénoumédi,18,,7.3166667,1.8666667
bj,ouyatpounga,Ouyatpounga,01,,10.3666667,1.55
bj,pabate,Pabaté,01,,10.4833333,1.4833333
bj,pabego,Pabégo,01,,9.7980556,1.5677778
bj,pabegou,Pabégou,01,,9.7666667,1.6333333
bj,pabegu,Pabegu,01,,9.7980556,1.5677778
bj,pachagon,Pachagon,02,,6.7,2.2166667
bj,pade,Padé,03,,11.0333333,2.8833333
bj,padove,Padové,12,,6.7666667,1.7833333
bj,pagble,Pagblé,04,,6.35,1.8833333
bj,pahou,Pahou,02,,6.3833333,2.2166667
bj,pahu,Pahu,02,,6.3833333,2.2166667
bj,pako,Pako,03,,11.5666667,2.5333333
bj,pakouka,Pakouka,01,,9.9166667,1.7833333
bj,pakpane,Pakpané,03,,9.7333333,3.0333333
bj,palara,Palara,01,,9.8,1.55
bj,palarhou,Palarhou,13,,9.6166667,1.65
bj,palohoue,Palohoué,12,,6.9333333,1.7333333
bj,pambalao,Pambalao,13,,9.75,1.7
bj,pananjora,Pananjora,01,,10.3833333,0.8833333
bj,pandolou,Pandolou,01,,9.9166667,1.5833333
bj,pandourou,Pandourou,01,,10.0,1.5666667
bj,panelra,Panelra,01,,9.95,1.65
bj,pang-pang,Pang-Pang,01,,9.5333333,1.7333333
bj,panienandou,Panienandou,13,,9.6666667,1.65
bj,pannaga,Pannaga,01,,10.6833333,1.3666667
bj,paouga,Paouga,01,,9.5333333,1.6833333
bj,paougnan,Paougnan,11,,7.6666667,2.1833333
bj,paouignan,Paouignan,11,,7.6666667,2.1833333
bj,paoulakpa,Paoulakpa,18,,7.2666667,1.9
bj,papakan,Papakan,18,,7.45,1.8
bj,papane,Papané,03,,8.8166667,2.6
bj,parahoue,Parahoué,12,,6.9333333,1.6833333
bj,parahue,Parahue,12,,6.9333333,1.6833333
bj,parakou,Parakou,10,163759,9.35,2.6166667
bj,paraku,Paraku,10,,9.35,2.6166667
bj,pareka,Paréka,01,,10.15,1.8666667
bj,pargoute,Pargouté,01,,9.95,1.4
bj,pari,Pari,03,,9.2833333,2.9
bj,paro,Paro,03,,10.4,2.4666667
bj,parou,Parou,03,,10.4833333,2.5
bj,partago,Partago,01,,9.3333333,1.4666667
bj,partogo,Partogo,01,,9.5333333,1.9166667
bj,passagon,Passagon,18,,7.3,2.0666667
bj,passago,Passago,03,,11.1333333,2.8666667
bj,passaou,Passaou,03,,10.8666667,3.7
bj,passar,Passar,13,,9.6666667,1.6333333
bj,passo,Passo,03,,9.8,2.95
bj,patahoue,Patahoué,12,,6.9333333,1.7333333
bj,patandji,Patandji,15,,6.7,1.75
bj,paterou gando,Patérou Gando,03,,10.1666667,3.1166667
bj,patohoue,Patohoué,12,,6.9333333,1.7333333
bj,pawignan,Pawignan,11,,7.6666667,2.1833333
bj,payake,Payaké,01,,10.3833333,0.9333333
bj,pazeka,Pazéka,01,,10.5833333,0.9333333
bj,pchumko,Pchumko,01,,10.2291667,1.9994444
bj,pebirou,Pébirou,01,,10.3666667,1.6666667
bj,peda-houeyogbe,Péda-Houéyogbé,04,,6.45,1.9333333
bj,pedarou gando,Pédarou Gando,03,,10.2,2.75
bj,pedarou,Pédarou,03,,10.3,2.7
bj,pede,Pédé,07,,11.1833333,2.95
bj,pediji,Pédiji,03,,11.05,2.8
bj,pegerekoga,Pégérékoga,03,,11.1,2.3333333
bj,pegon,Pégon,03,,11.0166667,2.8333333
bj,pehonco,Pehonco,01,,10.2291667,1.9994444
bj,pehonko,Péhonko,01,,10.2291667,1.9994444
bj,pehon,Péhon,01,,10.6,1.05
bj,pehou,Péhou,01,,10.6166667,0.95
bj,pehumko,Péhumko,01,,10.2291667,1.9994444
bj,pehunco,Péhunco,01,,10.2291667,1.9994444
bj,pehunko,Péhunko,01,,10.2291667,1.9994444
bj,pekere,Pékéré,01,,10.7333333,2.1333333
bj,pekinga,Pékinga,03,,12.35,2.85
bj,pekperekou,Pekpérékou,01,,10.45,1.45
bj,pelekegon,Pélékégon,18,,7.3833333,1.75
bj,pelekongo,Pélékongo,01,,9.6666667,1.8
