,Kirkovo,61,,43.1833333,26.8166667
bg,kolishovtsi,Kolishovtsi,46,,42.95,25.4
bg,koliu marinovo,Koliu Marinovo,43,,42.3833333,25.1666667
bg,kolivtsu,Kolivtsu,46,,42.8833333,25.5833333
bg,k'oller,K'oller,39,,42.7666667,27.6
bg,k'olmen,K'olmen,61,,43.0333333,26.6833333
bg,kolobar,Kolobar,52,,43.7833333,27.1833333
bg,kolobur,Kolobur,52,,43.7833333,27.1833333
bg,kol'o ganchovo,Kol'o Ganchovo,43,,42.4,25.6333333
bg,kol oglar,Kol Oglar,43,,41.4166667,25.3833333
bg,kolosh,Kolosh,58,,42.4180556,22.9316667
bg,kolozlar,Kolozlar,52,,43.0666667,26.1
bg,koluo ganchevo,Koluo Ganchevo,43,,42.4,25.6333333
bg,kolupchii,Kolupchii,59,,42.6666667,25.8
bg,koluscha,Koluscha,58,,42.2833333,22.7
bg,kolusha,Kolusha,58,,42.2833333,22.7
bg,kolushevo,Kolushevo,43,,41.6666667,25.9333333
bg,kolyo marinovo,Kolyo Marinovo,43,,42.3833333,25.1666667
bg,kolyu ganchevo,Kolyu Ganchevo,43,,42.4,25.6333333
bg,kolyu ganev,Kolyu Ganev,46,,42.8166667,25.4666667
bg,kolyu marinovo,Kolyu Marinovo,43,,42.3833333,25.1666667
bg,komare,Komare,39,,42.7666667,26.8833333
bg,komarevo,Komarevo,33,,43.2788889,23.1652778
bg,komarevo,Komarevo,39,,42.7666667,26.8833333
bg,komarevo,Komarevo,46,,43.5833333,24.6333333
bg,komarevo,Komarevo,61,,43.1166667,27.4
bg,komarewo,Komarewo,33,,43.2788889,23.1652778
bg,komarewo,Komarewo,39,,42.7666667,26.8833333
bg,komarewo,Komarewo,46,,43.5833333,24.6333333
bg,komarewo,Komarewo,61,,43.1166667,27.4
bg,komarlare,Komarlare,51,,42.3666667,25.0
bg,komarovo,Komarovo,46,,43.5833333,24.6333333
bg,komarovo,Komarovo,61,,43.1166667,27.4
bg,komascica,Komascica,33,,43.7166667,23.3166667
bg,komatevo,Komatevo,51,,42.1,24.7
bg,komatewo,Komatewo,51,,42.1,24.7
bg,komchtitza,Komchtitza,58,,43.0944444,22.9919444
bg,komoschtiza,Komoschtiza,33,,43.7166667,23.3166667
bg,komoshtitsa,Komoshtitsa,33,,43.7166667,23.3166667
bg,komoshtitsa,Komoshtitsa,43,,41.5666667,25.25
bg,komostica,Komostica,33,,43.7166667,23.3166667
bg,komschtiza,Komschtiza,58,,43.0944444,22.9919444
bg,komshtitsa,Komshtitsa,58,,43.0944444,22.9919444
bg,komstica,Komstica,58,,43.0944444,22.9919444
bg,komunari,Komunari,61,,43.0166667,27.2833333
bg,komuniga,Komuniga,43,,41.8,25.2333333
bg,konadzhik,Konadzhik,43,,41.5666667,25.7666667
bg,konak,Konak,39,,42.1666667,27.4666667
bg,konak,Konak,52,,43.2166667,26.2833333
bg,konak,Konak,61,,43.6666667,27.5333333
bg,konak-kujudshuk,Konak-Kujüdshuk,61,,43.6666667,27.5166667
bg,konak kuyudzhuk,Konak Kuyudzhuk,61,,43.6666667,27.5166667
bg,konare,Konare,43,,42.6833333,25.8333333
bg,konare,Konare,51,,42.2,24.4333333
bg,konare,Konare,61,,43.5833333,28.2166667
bg,konari,Konari,43,,42.6833333,25.8333333
bg,konarska-makhala,Konarska-Makhala,58,,42.0,23.7166667
bg,konarsko,Konarsko,58,,42.0,23.7166667
bg,konarskoto,Konarskoto,46,,42.8166667,25.5666667
bg,kon'avo,Kon'avo,58,,42.325,22.7844444
bg,konche,Konche,43,,41.45,25.5333333
bg,kondilovo,Kondilovo,39,,42.1,27.6833333
bg,kondofrei,Kondofrei,58,,42.4277778,23.005
bg,kondofrey,Kondofrey,58,,42.4277778,23.005
bg,kondolovo,Kondolovo,39,,42.1,27.6833333
bg,kondovo,Kondovo,43,,41.4333333,26.0166667
bg,kondowo,Kondowo,43,,41.4333333,26.0166667
bg,kondurite,Kondurite,33,,43.0333333,23.8833333
bg,konevets,Konevets,39,,42.2666667,26.5666667
bg,konevod,Konevod,43,,41.65,25.55
bg,konevo,Konevo,39,,42.5166667,26.1666667
bg,konevo,Konevo,43,,41.6666667,25.6166667
bg,konevo,Konevo,52,,43.7833333,26.8833333
bg,konevo,Konevo,61,,43.05,26.6833333
bg,konewez,Konewez,39,,42.2666667,26.5666667
bg,konewo,Konewo,43,,41.6666667,25.6166667
bg,konewo,Konewo,61,,43.05,26.6833333
bg,konezleri,Konezleri,39,,42.85,26.15
bg,koniawo,Koniawo,58,,42.325,22.7844444
bg,koniovo,Koniovo,39,,42.5166667,26.1666667
bg,koniowo,Koniowo,39,,42.5166667,26.1666667
bg,konjarzi,Konjarzi,46,,42.8666667,25.9333333
bg,konjavo,Konjavo,58,,42.325,22.7844444
bg,konjevo,Konjevo,58,,42.325,22.7844444
bg,konjovica,Konjovica,58,,42.5833333,24.0333333
bg,konjovo,Konjovo,58,,42.325,22.7844444
bg,konnitsi,Konnitsi,43,,41.4833333,25.8833333
bg,konnizi,Konnizi,43,,41.4833333,25.8833333
bg,konopchii,Konopchii,43,,42.3333333,25.4
bg,konop,Konop,52,,43.1833333,26.3333333
bg,kon'ovitsa,Kon'ovitsa,58,,42.5833333,24.0333333
bg,kon'ovo,Kon'ovo,39,,42.5166667,26.1666667
bg,kon'ovo,Kon'ovo,58,,42.325,22.7844444
bg,konska,Konska,58,,42.7325,22.8436111
bg,konstantin,Konstantin,46,,42.95,26.0666667
bg,konstantinova,Konstantinova,43,,41.9333333,26.5
bg,konstantinovets,Konstantinovets,43,,42.2166667,25.9
bg,konstantinovo,Konstantinovo,39,,42.4166667,27.3166667
bg,konstantinovo,Konstantinovo,43,,41.9333333,26.5
bg,konstantinovo,Konstantinovo,61,,43.1666667,27.7833333
bg,konstantinowez,Konstantinowez,43,,42.2166667,25.9
bg,konstantinowo,Konstantinowo,39,,42.4166667,27.3166667
bg,konstantinowo,Konstantinowo,43,,41.9333333,26.5
bg,konstantinowo,Konstantinowo,61,,43.1666667,27.7833333
bg,konstitinovets,Konstitinovets,43,,42.2166667,25.9
bg,kontil,Kontil,43,,41.5,25.1833333
bg,kontsche,Kontsche,43,,41.45,25.5333333
bg,konupchiy,Konupchiy,43,,42.3333333,25.4
bg,konusch,Konusch,43,,41.8666667,25.5166667
bg,konusch,Konusch,51,,42.0666667,25.0333333
bg,konush,Konush,43,,41.8666667,25.5166667
bg,konush,Konush,51,,42.0666667,25.0333333
bg,konus,Konus,43,,41.8666667,25.5166667
bg,konvovo,Konvovo,58,,42.325,22.7844444
bg,konyartsi,Konyartsi,46,,42.8666667,25.9333333
bg,konyavo,Konyavo,58,,42.325,22.7844444
bg,konyovo,Konyovo,39,,42.5166667,26.1666667
bg,konyovo,Konyovo,58,,42.325,22.7844444
bg,kopadan dere,Kopadan Dere,51,,41.5,24.5833333
bg,kopadan,Kopadan,51,,41.5,24.5833333
bg,kopadina,Kopadina,39,,42.3,26.95
bg,kopadin,Kopadin,39,,42.3,26.95
bg,kopanitsa,Kopanitsa,58,,42.5666667,22.9166667
bg,kopaniza,Kopaniza,58,,42.5666667,22.9166667
bg,koparan,Koparan,39,,42.75,27.55
bg,kopchali,Kopchali,46,,42.9,25.3666667
bg,kopcheliite,Kopcheliite,46,,42.9,25.3666667
bg,k'opekkioy,K'opekkioy,61,,43.0333333,26.6333333
bg,k'opek k'oy,K'opek K'oy,61,,43.0333333,26.6333333
bg,k'opeklii,K'opeklii,39,,42.75,27.3333333
bg,k'opeklii,K'opeklii,61,,43.1333333,27.2833333
bg,kopeni,Kopeni,46,,42.85,25.1166667
bg,kopenu,Kopenu,46,,42.85,25.1166667
bg,kopilovci,Kopilovci,58,,42.3325,22.7341667
bg,kopilovo,Kopilovo,39,,42.9,26.2333333
bg,kopilovtsi,Kopilovtsi,47,,43.3311111,22.9136111
bg,kopilovtsi,Kopilovtsi,58,,42.3325,22.7341667
bg,kopilovtsu,Kopilovtsu,47,,43.3311111,22.9136111
bg,kopilowzi,Kopilowzi,47,,43.3311111,22.9136111
bg,kopilowzi,Kopilowzi,58,,42.3325,22.7341667
bg,kopitnik,Kopitnik,43,,41.7833333,25.2166667
bg,koprets,Koprets,52,,43.1333333,26.6166667
bg,koprez,Koprez,52,,43.1333333,26.6166667
bg,koprilova,Köprilova,58,,41.5166667,23.8
bg,koprinka,Koprinka,43,,42.6333333,25.3333333
bg,kopriva,Kopriva,46,,43.5833333,24.7
bg,kopriva,Kopriva,58,,42.2919444,22.4152778
bg,koprivca,Koprivca,52,,43.4,25.8833333
bg,koprivcica,Koprivcica,58,,42.6333333,24.35
bg,koprivec,Koprivec,52,,43.4,25.8833333
bg,kopriven,Kopriven,58,,42.0666667,22.8833333
bg,koprivets,Koprivets,52,,43.4,25.8833333
bg,koprivichtitza,Koprivichtitza,58,,42.6333333,24.35
bg,koprivlen,Koprivlen,58,,41.5166667,23.8
bg,koprivscica,Koprivscica,58,,42.6333333,24.35
bg,koprivshchitsa,Koprivshchitsa,58,,42.6333333,24.35
bg,koprivshtitsa,Koprivshtitsa,58,,42.6333333,24.35
bg,koprivstica,Koprivstica,58,2618,42.6333333,24.35
bg,kopriwa,Kopriwa,46,,43.5833333,24.7
bg,kopriwa,Kopriwa,58,,42.2919444,22.4152778
bg,kopriwez,Kopriwez,52,,43.4,25.8833333
bg,kopriwschtiza,Kopriwschtiza,58,,42.6333333,24.35
bg,koprukoi,Köprüköi,61,,43.1333333,27.0333333
bg,k'opryu-k'oy,K'opryu-K'oy,61,,43.0166667,27.5333333
bg,k'opryu k'oy,K'opryu K'oy,61,,43.1333333,27.0333333
bg,k'opryuli,K'opryuli,43,,41.7333333,25.5166667
bg,koptschelite,Koptschelite,46,,42.9,25.3666667
bg,k'opurlii,K'opurlii,43,,41.7333333,25.5166667
bg,kopuschii,Kopuschii,61,,43.1666667,27.5666667
bg,korashlii,Korashlii,43,,41.8,25.7833333
bg,korava,Korava,51,,42.0666667,24.0166667
bg,kordzhu viran,Kordzhu Viran,43,,41.6833333,25.2666667
bg,koreka,Koreka,46,,43.0333333,25.4666667
bg,koren,Koren,43,,41.8166667,25.6666667
bg,koriete,Koriete,51,,41.55,24.95
bg,koriite,Koriite,51,,41.55,24.95
bg,korita,Korita,51,,41.4166667,24.7833333
bg,koritata,Koritata,51,,41.4166667,24.7833333
bg,korite,Korite,51,,41.55,24.95
bg,koriten dolni,Koriten Dolni,58,,42.475,22.5708333
bg,koriten gorni,Koriten Gorni,58,,42.5047222,22.5722222
bg,koriten,Koriten,61,,43.9333333,27.75
bg,koriyata,Koriyata,46,,42.9666667,25.0333333
bg,korkina,Korkina,58,,42.3166667,22.95
bg,korkut,Korkut,61,,43.5166667,27.6166667
bg,kormisosh,Kormisosh,51,,41.7666667,24.9333333
bg,kormissosch,Kormissosch,51,,41.7666667,24.9333333
bg,kormyansko,Kormyansko,46,,43.05,25.0333333
bg,korna kadieva,Korna Kadieva,61,,43.95,27.6833333
bg,kornica,Kornica,58,,41.65,23.6833333
bg,kornitsa,Kornitsa,58,,41.65,23.6833333
bg,korniza,Korniza,58,,41.65,23.6833333
bg,kornova,Kornova,58,,42.3833333,23.1
bg,korodzhievo,Korodzhievo,39,,42.7333333,26.6666667
bg,korodzhiy,Korodzhiy,39,,42.4666667,26.0833333
bg,korova,Korova,43,,41.5666667,25.2833333
bg,korova,Korova,51,,42.0666667,24.0166667
bg,korovo,Korovo,51,,42.0666667,24.0166667
bg,k'orovo,K'orovo,58,,41.9166667,23.75
bg,korowa,Korowa,51,,42.0666667,24.0166667
bg,korten,Korten,39,,42.55,26.0
bg,korudza eren,Korudza Eren,46,,43.2,26.0666667
bg,korudzha-eren,Korudzha-Eren,46,,43.2,26.0666667
bg,korudzhiduvan,Korudzhiduvan,52,,43.3333333,26.5
bg,korudzhilare,Korudzhilare,51,,42.35,24.9
bg,korudzhilar,Korudzhilar,51,,42.35,24.9
bg,koru k'oy,Koru K'oy,61,,42.9166667,27.85
bg,koruvelikioy,Koruvelikioy,52,,43.0833333,26.2833333
bg,kosacha,Kosacha,58,,42.5666667,22.85
bg,kosanowo,Kosanowo,51,,42.0166667,24.9666667
bg,kosara,Kosara,52,,43.9666667,26.8
bg,kosar belene,Kosar Belene,46,,43.4,25.1666667
bg,kosare,Kosare,39,,42.6,27.05
bg,kosarevo,Kosarevo,58,,42.6747222,22.7744444
bg,kosarewez,Kosarewez,46,,43.1333333,25.8166667
bg,kosarewo,Kosarewo,39,,42.45,26.6
bg,kosarka,Kosarka,46,,43.0166667,25.55
bg,kosarowo,Kosarowo,39,,42.7,25.8666667
bg,kosarsko,Kosarsko,51,,42.05,24.4166667
bg,koscharewo,Koscharewo,58,,42.6747222,22.7744444
bg,koscharite,Koscharite,58,,42.4877778,22.9522222
bg,koschariza,Koschariza,46,,42.75,27.7
bg,koscharna,Koscharna,52,,43.8833333,26.3
bg,koscharnik,Koscharnik,33,,43.4363889,23.2213889
bg,koschawa,Koschawa,33,,44.0666667,23.0333333
bg,koschnitschari,Koschnitschari,52,,43.2666667,26.4
bg,koschniza,Koschniza,51,,41.5166667,24.6833333
bg,koschow,Koschow,52,,43.65,26.0
bg,koschute,Koschute,51,,41.5166667,24.5666667
bg,k'ose abdi,K'ose Abdi,52,,43.8,26.8166667
bg,k'ose aydun,K'ose Aydun,52,,43.95,27.6166667
bg,k'ose bazirgyan,K'ose Bazirgyan,61,,43.4666667,26.85
bg,k'ose k'oy,K'ose K'oy,52,,43.1,26.25
bg,k'oseler,K'oseler,43,,41.6166667,25.3
bg,k'oseler,K'oseler,61,,43.4,26.8
bg,k'ose makhle,K'ose Makhle,43,,42.3,26.0833333
bg,k'ose-muratovo,K'ose-Muratovo,51,,42.1666667,24.2166667
bg,k'oseoglar,K'oseoglar,43,,41.6833333,25.3
bg,k'oseva,K'oseva,58,,42.4,23.7
bg,k'osevo,K'osevo,43,,41.6166667,25.3
bg,kosevtsi,Kosevtsi,46,,42.85,25.8
bg,k'osevtsi,K'osevtsi,52,,43.1,26.25
bg,koshareveo,Koshareveo,58,,42.6747222,22.7744444
bg,kosharevo,Kosharevo,58,,42.6747222,22.7744444
bg,koshari,Koshari,51,,41.5333333,24.3333333
bg,kosharinska,Kosharinska,58,,42.3052778,22.4683333
bg,kosharite,Kosharite,58,,42.4827778,22.9377778
bg,kosharitsa,Kosharitsa,46,,42.75,27.7
bg,kosharitye,Kosharitye,58,,42.4877778,22.9522222
bg,kosharna,Kosharna,52,,43.8833333,26.3
bg,kosharnik,Kosharnik,33,,43.4363889,23.2213889
bg,koshava,Koshava,33,,44.0666667,23.0333333
bg,koshinzi,Koshinzi,58,,42.7458333,22.6241667
bg,koshnichari,Koshnichari,52,,43.2666667,26.4
bg,koshnitsa,Koshnitsa,51,,41.5166667,24.6833333
bg,koshov,Koshov,52,,43.65,26.0
bg,koshucharzi,Koshucharzi,43,,41.6,25.75
bg,koshu-kavak,Koshu-Kavak,44,,41.4666667,25.65
bg,koshuta,Koshuta,61,,42.8833333,27.7666667
bg,koshute,Koshute,51,,41.5166667,24.5666667
bg,kosikavak,Kosikavak,44,,41.4666667,25.65
bg,kosilka,Kosilka,46,,42.9333333,25.4833333
bg,kosin-dol,Kosin-Dol,39,,42.8666667,26.0833333
bg,kosirgalar,Kosirgalar,52,,43.1333333,26.3333333
bg,kosi rog,Kosi Rog,46,,42.95,25.2666667
bg,kositschino,Kositschino,39,,42.8333333,27.5666667
bg,kosiza,Kosiza,43,,41.45,25.2833333
bg,kosiza,Kosiza,52,,43.45,26.2833333
bg,kosja-reka,Kosja-Reka,46,,42.95,26.0333333
bg,koskioy,Koskioy,39,,42.75,27.4333333
bg,kos,Kos,43,,41.5166667,25.5166667
bg,kos k'oy,Kos K'oy,39,,42.75,27.4333333
bg,koslewo,Koslewo,43,,41.4166667,25.2333333
bg,koslez,Koslez,43,,41.8333333,25.4666667
bg,koslodui,Koslodui,64,,43.7833333,23.7333333
bg,koslodujci,Koslodujci,61,,43.6333333,27.75
bg,koslowez,Koslowez,46,,43.5,25.3666667
bg,kosma-preswiter,Kosma-Preswiter,52,,43.15,26.4666667
bg,kosmata,Kosmata,58,,43.0,24.0166667
bg,kosniza,Kosniza,39,,42.8666667,27.6833333
bg,kosova makhala,Kosova Makhala,58,,41.9666667,23.2166667
bg,kosovcha,Kosovcha,61,,43.2,27.2666667
bg,kosovets,Kosovets,39,,42.75,27.4333333
bg,kosovite,Kosovite,46,,42.9166667,25.35
bg,kosovitu,Kosovitu,46,,42.9166667,25.35
bg,kosovo,Kosovo,47,,44.0983333,22.6327778
bg,kosovo,Kosovo,51,,41.9166667,24.7
bg,kosovo,Kosovo,58,,42.5947222,22.5802778
bg,kosovo,Kosovo,61,,43.2,27.2666667
bg,kosovo polsko,Kosovo Polsko,52,,43.4166667,25.65
bg,kosovtsi,Kosovtsi,46,,42.8333333,25.4833333
bg,kosovtsu,Kosovtsu,46,,42.8333333,25.4833333
bg,kosrewez,Kosrewez,43,,42.2166667,25.5666667
bg,kossarka,Kossarka,46,,43.0166667,25.55
bg,kossatscha,Kossatscha,58,,42.5666667,22.85
bg,kossowez,Kossowez,39,,42.75,27.4333333
bg,kossowo,Kossowo,47,,44.0983333,22.6327778
bg,kossowo,Kossowo,51,,41.9166667,24.7
bg,kossowo,Kossowo,58,,42.5947222,22.5802778
bg,kossowtscha,Kossowtscha,61,,43.2,27.2666667
bg,kossukavak,Kossukavak,44,,41.4666667,25.65
bg,kossukovak,Kossukovak,44,,41.4666667,25.65
bg,kostadinite,Kostadinite,46,,42.8666667,25.3166667
bg,kostanca,Kostanca,52,,43.5666667,26.1833333
bg,kostan chair,Kostan Chair,43,,41.7166667,25.1
bg,kostandenec,Kostandenec,52,,43.5666667,26.1833333
bg,kostandenets,Kostandenets,52,,43.5666667,26.1833333
bg,kostandenez,Kostandenez,52,,43.5666667,26.1833333
bg,kostandinets,Kostandinets,52,,43.5666667,26.1833333
bg,kostandovo,Kostandovo,51,,42.0166667,24.1166667
bg,kostandowo,Kostandowo,51,,42.0166667,24.1166667
bg,kosta perchevo,Kosta Perchevo,63,,43.8530556,22.5925
bg,kostaperchovo,Kostaperchovo,63,,43.8530556,22.5925
bg,k'ostekchiler,K'ostekchiler,61,,43.6166667,27.9666667
bg,kostelevo,Kostelevo,33,,43.2166667,23.6166667
bg,kostelewo,Kostelewo,33,,43.2166667,23.6166667
bg,kostel,Kostel,46,,42.8833333,26.0
bg,kostena reka,Kostena Reka,61,,43.1833333,27.15
bg,kostena rjaka,Kostena Rjaka,61,,43.1833333,27.15
bg,kostena ryaka,Kostena Ryaka,61,,43.1833333,27.15
bg,kostena ryeka,Kostena Ryeka,61,,43.1833333,27.15
bg,kostendil,Köstendil,45,,42.2838889,22.6911111
bg,kostenec,Kostenec,58,9660,42.2666667,23.8166667
bg,kostenets-banya,Kostenets-Banya,58,,42.3,23.8666667
bg,kostenets,Kostenets,58,,42.3,23.8666667
bg,kostenetz,Kostenetz,58,,42.3,23.8666667
bg,kostenez,Kostenez,58,,42.2666667,23.8166667
bg,kosten,Kosten,39,,42.7833333,26.95
bg,kostenkovtsi,Kostenkovtsi,46,,42.95,25.4
bg,kostenkovtsu,Kostenkovtsu,46,,42.95,25.4
bg,kostentsi,Kostentsi,33,,43.2844444,23.1211111
bg,kostenzi,Kostenzi,33,,43.2844444,23.1211111
bg,kostichovtsi,Kostichovtsi,63,,43.7152778,22.7791667
bg,kostievo,Kostievo,51,,42.1833333,24.6166667
bg,kostiewo,Kostiewo,51,,42.1833333,24.6166667
bg,kosti,Kosti,39,,42.0666667,27.7833333
bg,kostilkovo,Kostilkovo,43,,41.4166667,26.05
bg,kostilkowo,Kostilkowo,43,,41.4166667,26.05
bg,kostinbrod,Kostinbrod,58,11239,42.8166667,23.2166667
bg,kostino,Kostino,43,,41.7,25.3
bg,kostinovo,Kostinovo,43,,41.7,25.3
bg,kostitschowzi,Kostitschowzi,63,,43.7152778,22.7791667
bg,kostovtsi,Kostovtsi,46,,42.8333333,25.5333333
bg,kosturino,Kosturino,43,,41.35,25.3
bg,kosturintsi,Kosturintsi,58,,42.6,22.8333333
bg,kosturinzi,Kosturinzi,58,,42.6,22.8333333
bg,kostur,Kostur,43,,41.9666667,26.2833333
bg,kosu-kavak,Kosu-Kavak,44,,41.4666667,25.65
bg,kosum kuydzhuk,Kosum Kuydzhuk,52,,43.6,26.4666667
bg,kotcherinovo,Kotcherinovo,45,,42.0833333,23.0666667
bg,kote,Kote,61,,43.05,27.45
bg,kotel,Kotel,56,7117,42.8833333,26.45
bg,kotenovci,Kotenovci,33,,43.2866667,23.0722222
bg,kotenovtsi,Kotenovtsi,33,,43.2866667,23.0722222
bg,kotenovtsi,Kotenovtsi,47,,43.6430556,23.3677778
bg,kotenovtsu,Kotenovtsu,33,,43.2866667,23.0722222
bg,kotenowzi,Kotenowzi,33,,43.2866667,23.0722222
bg,k'otesh,K'otesh,61,,43.2333333,26.8
bg,kotlari,Kotlari,43,,41.6166667,25.75
bg,kotlenci,Kotlenci,61,,43.5666667,27.9166667
bg,kotlentsi,Kotlentsi,61,,43.5666667,27.9166667
bg,kotovtsi,Kotovtsi,46,,42.7833333,25.3833333
bg,kotovtsite,Kotovtsite,46,,42.7833333,25.3833333
bg,kotovtsitye,Kotovtsitye,46,,42.7833333,25.3833333
bg,kotschan,Kotschan,58,,41.5833333,24.0333333
bg,kotscherinowo,Kotscherinowo,45,,42.0833333,23.0666667
bg,kotschmar,Kotschmar,61,,43.6833333,27.4666667
bg,kotschowo,Kotschowo,51,,42.1,24.9166667
bg,kotschowo,Kotschowo,61,,43.2333333,26.8
bg,kotseva makhala,Kotseva Makhala,58,,42.2905556,22.4075
bg,kotutsi,Kotutsi,46,,42.8666667,25.8833333
bg,koukourevo,Koukourevo,39,,42.45,26.5333333
bg,koula,Koula,63,,43.8877778,22.5213889
bg,kounino,Kounino,33,,43.2,24.0
bg,kovacevci,Kovacevci,58,,42.45,23.3333333
bg,kovacevica,Kovacevica,58,,41.6833333,23.8333333
bg,kovacevo,Kovacevo,51,,42.2,24.2
bg,kovachevets,Kovachevets,52,,43.3666667,26.1
bg,kovachevitsa,Kovachevitsa,58,,41.6833333,23.8333333
bg,kovachevo,Kovachevo,43,,42.2333333,26.0666667
bg,kovachevo,Kovachevo,51,,42.2,24.2
bg,kovachevo,Kovachevo,58,,41.5,23.4833333
bg,kovachevtsi,Kovachevtsi,46,,42.8333333,25.4666667
bg,kovachevtsi,Kovachevtsi,49,,42.5508333,22.8169444
bg,kovachevtsi,Kovachevtsi,58,,42.2166667,22.8166667
bg,kovachite,Kovachite,39,,42.5666667,26.2333333
bg,kovachitsa,Kovachitsa,33,,43.4125,23.0022222
bg,kovach,Kovach,43,,42.3,25.85
bg,kovachovets,Kovachovets,52,,43.3666667,26.1
bg,kovachovo,Kovachovo,43,,42.2333333,26.0666667
bg,kovacica,Kovacica,33,,43.8,23.3602778
bg,kovacica,Kovacica,52,,43.3666667,26.1
bg,kovacnevo,Kovacnevo,51,,42.2,24.2
bg,kovacovec,Kovacovec,52,,43.3666667,26.1
bg,kovacovo,Kovacovo,43,,42.2333333,26.0666667
bg,kovaklie,Kovaklie,46,,43.1666667,26.0666667
bg,kovandzhiite,Kovandzhiite,46,,42.8833333,24.8833333
bg,kovandzhilar,Kovandzhilar,43,,41.6333333,25.6833333
bg,kovandzhilar,Kovandzhilar,52,,43.0833333,26.2333333
bg,kovanlika,Kovanlika,46,,43.0333333,25.7166667
bg,kovanlik,Kovanlik,61,,43.0166667,27.6666667
bg,kovanluk,Kovanluk,43,,41.7833333,25.3666667
bg,kovanluk,Kovanluk,46,,43.0333333,25.7166667
bg,kovanluk,Kovanluk,58,,42.35,23.8
bg,kovanluk,Kovanluk,61,,43.0166667,27.6666667
bg,kovatchevets,Kovatchévèts,52,,43.3666667,26.1
bg,kovatchevetz,Kovatchévètz,52,,43.3666667,26.1
bg,kovatchevtzi,Kovatchevtzi,58,,42.45,23.3333333
bg,kovat k'oy,Kovat K'oy,43,,41.6833333,25.7166667
bg,k'ov bashlari,K'ov Bashlari,46,,42.9666667,26.1333333
bg,kovchas,Kovchas,46,,43.0166667,26.0333333
bg,kovchaz,Kovchaz,46,,43.0166667,26.0333333
bg,kovil,Kovil,43,,41.5166667,25.6666667
bg,kovil,Kovil,52,,43.1166667,26.1666667
bg,kowatschewiza,Kowatschewiza,58,,41.6833333,23.8333333
bg,kowatschewo,Kowatschewo,51,,42.2,24.2
bg,kowatschewo,Kowatschewo,58,,41.5,23.4833333
bg,kowatschewzi,Kowatschewzi,49,,42.5508333,22.8169444
bg,kowatschewzi,Kowatschewzi,58,,42.45,23.3333333
bg,kowatschite,Kowatschite,39,,42.5666667,26.2333333
bg,kowatschiza,Kowatschiza,33,,43.4125,23.0022222
bg,kowatsch,Kowatsch,43,,42.3,25.85
bg,kowatschowez,Kowatschowez,52,,43.3666667,26.1
bg,kowatschowo,Kowatschowo,43,,42.2333333,26.0666667
bg,kowil,Kowil,52,,43.1166667,26.1666667
bg,kowtschas,Kowtschas,46,,43.0166667,26.0333333
bg,k'oy alan,K'oy Alan,43,,41.7166667,25.8333333
bg,koychovtsi,Koychovtsi,33,,43.0333333,23.8833333
bg,koychovtsi,Koychovtsi,46,,42.8666667,25.5
bg,k'oylyuk,K'oylyuk,61,,43.5166667,28.3666667
bg,koymatlii,Koymatlii,43,,42.15,25.4
bg,koymatliy,Koymatliy,43,,42.15,25.4
bg,koynare,Koynare,46,,43.35,24.1333333
bg,koynare,Koynare,51,,41.5166667,24.8666667
bg,koyni k'oy,Koyni K'oy,61,,43.7333333,27.3833333
bg,koyno,Koyno,58,,42.15,22.8833333
bg,koynov trap,Koynov Trap,46,,42.8833333,24.8
bg,koyudzhuk,Koyudzhuk,61,,43.3833333,27.8666667
bg,koyun bunar,Koyun Bunar,39,,42.25,26.2166667
bg,koyunlii,Koyunlii,43,,42.0166667,26.0
bg,koyunliy,Koyunliy,43,,42.0166667,26.0
bg,kozak,Kozak,52,,43.8,27.2
bg,kozanovo,Kozanovo,51,,42.0166667,24.9666667
bg,kozar belene,Kozar Belene,46,,43.4,25.1666667
bg,kozar-byelene,Kozar-Byelene,46,,43.4,25.1666667
bg,kozare,Kozare,39,,42.6,27.05
bg,kozarevec,Kozarevec,46,,43.1333333,25.8166667
bg,kozarevets,Kozarevets,43,,42.2166667,25.5666667
bg,kozarevets,Kozarevets,46,,43.1333333,25.8166667
bg,kozarevie,Kozarevie,46,,43.1333333,25.8166667
bg,kozarevo,Kozarevo,39,,42.45,26.6
bg,kozarka,Kozarka,51,,41.3666667,25.1333333
bg,kozarovo,Kozarovo,39,,42.7,25.8666667
bg,kozarsko,Kozarsko,51,,42.05,24.4166667
bg,koz bunar,Koz Bunar,51,,42.0333333,25.1
bg,koz dere,Koz Dere,46,,42.95,26.0333333
bg,kozhari,Kozhari,51,,41.5333333,24.3333333
bg,kozhintsi,Kozhintsi,58,,42.7458333,22.6241667
bg,kozhlyuvtsi,Kozhlyuvtsi,46,,42.8666667,25.9
bg,kozhukhartsi,Kozhukhartsi,43,,41.6,25.75
bg,kozichino,Kozichino,39,,42.8333333,27.5666667
bg,kozin dol,Kozin Dol,39,,42.8666667,26.0833333
bg,kozino,Kozino,43,,41.45,25.6166667
bg,kozi rog,Kozi Rog,46,,42.95,25.2666667
bg,kozitsa,Kozitsa,43,,41.45,25.2833333
bg,kozitsa,Kozitsa,52,,43.45,26.2833333
bg,koziy rog,Koziy Rog,46,,42.95,25.2666667
bg,kozjak-grad,Kozjak-Grad,39,,42.8166667,27.8833333
bg,kozlets,Kozlets,43,,41.8333333,25.4666667
